test_id	block_id	gene_id	gene_name	event_type	level_a	level_b	n_paths	n_mappable_paths	n_mapped_transcripts	mapping_complete	original_effect_norm	long_read_effect_norm	pooled_dot_product	pooled_cosine	pooled_replicated	replicate_1_dot_product	replicate_2_dot_product	replicate_1_cosine	replicate_2_cosine	both_replicates_replicated	minimum_pooled_depth	minimum_replicate_depth	technical_g_test_p_value	counts_a_rep1	counts_a_rep2	counts_b_rep1	counts_b_rep2	technical_g_test_fdr	technical_bh_directional_replication
ENSMUSG00000020900.16:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000020900.16:B1	ENSMUSG00000020900.16	Myh10	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.013232402064029213	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[23, 24]	[26, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000020900.16:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000020900.16:B1	ENSMUSG00000020900.16	Myh10	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.055025196316862604	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[23, 24]	[26, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000020932.15:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000020932.15:B1	ENSMUSG00000020932.15	Gfap	alternative first region	ASC	EX_cerebellum_granule	2	2	2	True	0.004300374429180927	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[20, 5]	[30, 9]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000021010.10:B1|cell_type|ASC|EX_cortical	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	Npas3	alternative first region	ASC	EX_cortical	3	3	3	True	0.3673255175098375	0.24234969508162268	-0.06979019879281761	-0.7839725536930956	False	NA	-0.031008576480738605	NA	-0.7839725536930954	NA	2.0	0.0	1.0	[1, 11, 0]	[12, 16, 0]	[0, 0, 0]	[1, 1, 0]	1.0	False
ENSMUSG00000021010.10:B1|cell_type|ASC|INH_medium_spiny	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	Npas3	alternative first region	ASC	INH_medium_spiny	3	3	3	True	0.29523412270942445	0.9494564762681702	-0.08679293214965847	-0.30962979710579563	False	-0.11309393719193385	NA	-0.30962979710579575	NA	NA	1.0	0.0	0.7464196952431597	[1, 11, 0]	[12, 16, 0]	[1, 0, 0]	[0, 0, 0]	0.8918141023810952	False
ENSMUSG00000021010.10:B1|cell_type|ASC|INH_midbrain	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	Npas3	alternative first region	ASC	INH_midbrain	3	3	3	False	0.2926242770112831	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[1, 11, 0]	[12, 16, 0]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000021010.10:B1|cell_type|ASC|INH_migrating_interneuron	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	Npas3	alternative first region	ASC	INH_migrating_interneuron	3	3	3	False	0.12680625455375105	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[1, 11, 0]	[12, 16, 0]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000021010.10:B1|cell_type|ASC|ODC	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	Npas3	alternative first region	ASC	ODC	3	3	3	True	0.30557397975309	0.026744383672564126	-0.004604120156272013	-0.5633751474321506	False	-0.13618106229763893	0.03270727484754528	-0.563375147432149	0.5633751474321492	False	21.58	3.17	1.0	[1, 11, 0]	[12, 16, 0]	[2, 1, 0]	[5, 13, 0]	1.0	False
ENSMUSG00000021010.10:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	Npas3	alternative first region	EX_cortical	INH_migrating_interneuron	3	3	3	False	0.16154534856889669	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0]	[1, 1, 0]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000021010.10:B1|cell_type|INH_midbrain|INH_migrating_interneuron	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	Npas3	alternative first region	INH_midbrain	INH_migrating_interneuron	3	3	3	False	0.11416470629898293	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000021010.10:B3|cell_type|ASC|EX_cortical	ENSMUSG00000021010.10:B3	ENSMUSG00000021010.10	Npas3	cassette exon	ASC	EX_cortical	2	2	3	True	0.3009368419639509	0.24234969508162268	-0.07293195188878998	-1.0000000000000002	False	NA	-0.032404492996885324	NA	-1.0	NA	2.0	0.0	1.0	[1, 11]	[12, 16]	[0, 0]	[1, 1]	1.0	False
ENSMUSG00000021010.10:B3|cell_type|ASC|INH_midbrain	ENSMUSG00000021010.10:B3	ENSMUSG00000021010.10	Npas3	cassette exon	ASC	INH_midbrain	2	2	3	False	0.23086367902148466	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[1, 11]	[12, 16]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000021061.16:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000021061.16:B1	ENSMUSG00000021061.16	Sptb	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.09793110894086628	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 23]	[2, 24]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000021068.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000021068.18:B1	ENSMUSG00000021068.18	Nin	alternative first region	EX_cortical	INH_medium_spiny	4	4	4	True	0.04700053097000289	0.0	NA	NA	NA	NA	NA	NA	NA	NA	10.469999999999999	4.11	NA	[0, 0, 0, 4]	[0, 0, 0, 6]	[0, 0, 0, 5]	[0, 0, 0, 6]	NA	False
ENSMUSG00000021068.18:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000021068.18:B3	ENSMUSG00000021068.18	Nin	cassette exon	EX_cortical	INH_medium_spiny	2	2	5	True	0.004885407686967324	0.0	NA	NA	NA	NA	NA	NA	NA	NA	10.469999999999999	4.11	NA	[0, 4]	[0, 6]	[0, 5]	[0, 6]	NA	False
ENSMUSG00000021071.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000021071.18:B1	ENSMUSG00000021071.18	Trim9	alternative first region	EX_cortical	INH_medium_spiny	4	4	6	True	0.24590822801203296	0.04447272598514116	0.0007415638898528717	0.06780812925686297	True	0.012787798732836406	-0.009868414746253955	0.47878328870814857	-0.6117230438272964	False	34.02000000000001	15.8	0.937713683369439	[19, 0, 14, 2]	[47, 0, 43, 3]	[9, 0, 8, 0]	[7, 0, 7, 1]	1.0	False
ENSMUSG00000021087.19:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000021087.19:B1	ENSMUSG00000021087.19	Rtn1	alternative first region	ASC	EX_cerebellum_granule	2	2	2	True	0.11211674548764736	0.648811388778018	-0.07274262134511206	-0.9999999999999998	False	-0.0992474866748137	-0.0620400387930604	-1.0	-0.9999999999999999	False	200.70000000000002	68.02000000000001	3.892749398163056e-36	[16, 52]	[56, 76]	[59, 9]	[699, 157]	1.0131669379543304e-34	False
ENSMUSG00000021087.19:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000021087.19:B1	ENSMUSG00000021087.19	Rtn1	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.08283171081955433	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[1385, 507]	[3208, 1210]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000021087.19:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000021087.19:B1	ENSMUSG00000021087.19	Rtn1	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.01844671844325857	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[1385, 507]	[3208, 1210]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000021087.19:B1|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000021087.19:B1	ENSMUSG00000021087.19	Rtn1	alternative first region	INH_medium_spiny	INH_midbrain	2	2	2	False	0.2839371522538154	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[1050, 621]	[560, 461]	[0, 0]	[0, 0]	NA	False
